discontinued_n,started_n,completed_n,rate_vs_trial_start,base_rate,size_factor_log1p_started,recency_decay,evidence_quality,enrollment_count,num_countries,total_sites,reason,period_title,arm_id,search_condition,sponsor_class,actual_target,predicted_target,absolute_error
4.0,787.0,696.0,0.005083,0.005083,6.669498,0.579829,1.0,787.0,16.0,170.0,Lost to Follow-up,Overall Study,FG002,diabetes type 2,INDUSTRY,0.01965681,0.019829270037522533,0.00017246003752253297
15.0,350.0,308.0,0.042857,0.042857,5.860786,0.384821,1.0,350.0,13.0,83.0,Adverse Event,Overall Study,FG000,diabetes type 2,INDUSTRY,0.09665775,0.09898342055018856,0.0023256705501885633
10.0,350.0,308.0,0.028571,0.028571,5.860786,0.384821,1.0,350.0,13.0,83.0,Adverse Event,Overall Study,FG001,diabetes type 2,INDUSTRY,0.06443775,0.0647113302491766,0.0002735802491765915
0.0,350.0,308.0,0.0,0.0,5.860786,0.384821,1.0,350.0,13.0,83.0,Lack of Efficacy,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
2.0,350.0,308.0,0.005714,0.005714,5.860786,0.384821,1.0,350.0,13.0,83.0,Lack of Efficacy,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0128871,0.012901540269394858,1.4440269394858096e-05
1.0,350.0,308.0,0.002857,0.002857,5.860786,0.384821,1.0,350.0,13.0,83.0,Poor compliance to protocol,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00644355,0.006590476370574494,0.00014692637057449418
0.0,350.0,308.0,0.0,0.0,5.860786,0.384821,1.0,350.0,13.0,83.0,Poor compliance to protocol,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
5.0,350.0,308.0,0.014286,0.014286,5.860786,0.384821,1.0,350.0,13.0,83.0,Other than specified above,Overall Study,FG000,diabetes type 2,INDUSTRY,0.03222,0.03217407266192461,4.592733807538829e-05
9.0,350.0,308.0,0.025714,0.025714,5.860786,0.384821,1.0,350.0,13.0,83.0,Other than specified above,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0579942,0.057833851777738136,0.0001603482222618663
5.0,577.0,480.0,0.008666,0.008666,6.359574,0.451053,1.0,577.0,9.0,89.0,Adverse Event,Overall Study,FG000,diabetes type 2,INDUSTRY,0.02485848,0.0249158549541766,5.737495417660124e-05
2.0,577.0,480.0,0.003466,0.003466,6.359574,0.451053,1.0,577.0,9.0,89.0,Adverse Event,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00994224,0.00998993107015783,4.7691070157829946e-05
8.0,577.0,480.0,0.013865,0.013865,6.359574,0.451053,1.0,577.0,9.0,89.0,Adverse Event,Overall Study,FG002,diabetes type 2,INDUSTRY,0.03977185,0.040179638944424584,0.00040778894442458635
6.0,577.0,480.0,0.010399,0.010399,6.359574,0.451053,1.0,577.0,9.0,89.0,Death,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0298296,0.03075161001300597,0.0009220100130059687
7.0,577.0,480.0,0.012132,0.012132,6.359574,0.451053,1.0,577.0,9.0,89.0,Death,Overall Study,FG001,diabetes type 2,INDUSTRY,0.03480073,0.03482535486295645,2.4624862956450222e-05
2.0,577.0,480.0,0.003466,0.003466,6.359574,0.451053,1.0,577.0,9.0,89.0,Death,Overall Study,FG002,diabetes type 2,INDUSTRY,0.00994224,0.009994597764364179,5.2357764364178994e-05
1.0,577.0,480.0,0.001733,0.001733,6.359574,0.451053,1.0,577.0,9.0,89.0,Lost to Follow-up,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00497112,0.004964507428544368,6.612571455631537e-06
2.0,577.0,480.0,0.003466,0.003466,6.359574,0.451053,1.0,577.0,9.0,89.0,Lost to Follow-up,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00994224,0.009992486699086402,5.024669908640193e-05
1.0,577.0,480.0,0.001733,0.001733,6.359574,0.451053,1.0,577.0,9.0,89.0,Lost to Follow-up,Overall Study,FG002,diabetes type 2,INDUSTRY,0.00497112,0.004964527701103892,6.592298896108094e-06
14.0,577.0,480.0,0.024263,0.024263,6.359574,0.451053,1.0,577.0,9.0,89.0,Withdrawal by Subject,Overall Study,FG000,diabetes type 2,INDUSTRY,0.06959858,0.06922570820903948,0.00037287179096051615
17.0,577.0,480.0,0.029463,0.029463,6.359574,0.451053,1.0,577.0,9.0,89.0,Withdrawal by Subject,Overall Study,FG001,diabetes type 2,INDUSTRY,0.08451482,0.08374362410358124,0.000771195896418761
18.0,577.0,480.0,0.031196,0.031196,6.359574,0.451053,1.0,577.0,9.0,89.0,Withdrawal by Subject,Overall Study,FG002,diabetes type 2,INDUSTRY,0.08948594,0.08852008986718098,0.0009658501328190239
5.0,577.0,480.0,0.008666,0.008666,6.359574,0.451053,1.0,577.0,9.0,89.0,Physician Decision,Overall Study,FG000,diabetes type 2,INDUSTRY,0.02485848,0.024936469224176604,7.79892241766049e-05
2.0,577.0,480.0,0.003466,0.003466,6.359574,0.451053,1.0,577.0,9.0,89.0,Physician Decision,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00994224,0.009991138185157828,4.889818515782865e-05
7.0,577.0,480.0,0.012132,0.012132,6.359574,0.451053,1.0,577.0,9.0,89.0,Physician Decision,Overall Study,FG002,diabetes type 2,INDUSTRY,0.03480073,0.03486585454396836,6.512454396835621e-05
3.0,420.0,367.0,0.007143,0.007143,6.042633,0.256675,1.0,972.0,9.0,89.0,Lack of Efficacy,Overall Study,FG000,diabetes type 2,INDUSTRY,0.01107873,0.011168515997916668,8.978599791666791e-05
0.0,420.0,367.0,0.0,0.0,6.042633,0.256675,1.0,972.0,9.0,89.0,Lack of Efficacy,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,420.0,367.0,0.002381,0.002381,6.042633,0.256675,1.0,972.0,9.0,89.0,Lack of Efficacy,Overall Study,FG002,diabetes type 2,INDUSTRY,0.00369291,0.0037188424065674676,2.5932406567467405e-05
4.0,420.0,367.0,0.009524,0.009524,6.042633,0.256675,1.0,972.0,9.0,89.0,Adverse Event,Overall Study,FG000,diabetes type 2,INDUSTRY,0.01477165,0.014845284319345241,7.363431934524073e-05
3.0,420.0,367.0,0.007143,0.007143,6.042633,0.256675,1.0,972.0,9.0,89.0,Adverse Event,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01107873,0.011144774661785714,6.604466178571425e-05
3.0,420.0,367.0,0.007143,0.007143,6.042633,0.256675,1.0,972.0,9.0,89.0,Adverse Event,Overall Study,FG002,diabetes type 2,INDUSTRY,0.01107873,0.011158752547678572,8.002254767857167e-05
9.0,420.0,367.0,0.021429,0.021429,6.042633,0.256675,1.0,972.0,9.0,89.0,Withdrawal by Subject,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0332362,0.03352923131748018,0.0002930313174801802
8.0,420.0,367.0,0.019048,0.019048,6.042633,0.256675,1.0,972.0,9.0,89.0,Withdrawal by Subject,Overall Study,FG001,diabetes type 2,INDUSTRY,0.02954329,0.02974151148323417,0.00019822148323416985
6.0,420.0,367.0,0.014286,0.014286,6.042633,0.256675,1.0,972.0,9.0,89.0,Withdrawal by Subject,Overall Study,FG002,diabetes type 2,INDUSTRY,0.02215747,0.022210310088313503,5.284008831350426e-05
0.0,420.0,367.0,0.0,0.0,6.042633,0.256675,1.0,972.0,9.0,89.0,Death,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,420.0,367.0,0.002381,0.002381,6.042633,0.256675,1.0,972.0,9.0,89.0,Death,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00369291,0.0037256310213888955,3.272102138889531e-05
0.0,420.0,367.0,0.0,0.0,6.042633,0.256675,1.0,972.0,9.0,89.0,Death,Overall Study,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
4.0,420.0,367.0,0.009524,0.009524,6.042633,0.256675,1.0,972.0,9.0,89.0,Lost to Follow-up,Overall Study,FG000,diabetes type 2,INDUSTRY,0.01477165,0.014848122643839293,7.647264383929195e-05
2.0,420.0,367.0,0.004762,0.004762,6.042633,0.256675,1.0,972.0,9.0,89.0,Lost to Follow-up,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00738582,0.007928447422857138,0.0005426274228571377
4.0,420.0,367.0,0.009524,0.009524,6.042633,0.256675,1.0,972.0,9.0,89.0,Lost to Follow-up,Overall Study,FG002,diabetes type 2,INDUSTRY,0.01477165,0.014854526678333342,8.287667833334171e-05
3.0,420.0,367.0,0.007143,0.007143,6.042633,0.256675,1.0,972.0,9.0,89.0,"Non-compliance, not met criteria etc.",Overall Study,FG000,diabetes type 2,INDUSTRY,0.01107873,0.011164783389583335,8.605338958333521e-05
2.0,420.0,367.0,0.004762,0.004762,6.042633,0.256675,1.0,972.0,9.0,89.0,"Non-compliance, not met criteria etc.",Overall Study,FG001,diabetes type 2,INDUSTRY,0.00738582,0.007932023850714282,0.0005462038507142815
0.0,420.0,367.0,0.0,0.0,6.042633,0.256675,1.0,972.0,9.0,89.0,"Non-compliance, not met criteria etc.",Overall Study,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,305.0,279.0,0.003279,0.003279,5.723585,0.300923,1.0,306.0,3.0,19.0,Adverse Event,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00564761,0.005579725239305559,6.788476069444129e-05
3.0,305.0,279.0,0.009836,0.009836,5.723585,0.300923,1.0,306.0,3.0,19.0,Adverse Event,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01694111,0.016974426135009955,3.331613500995659e-05
0.0,305.0,279.0,0.0,0.0,5.723585,0.300923,1.0,306.0,3.0,19.0,Protocol Violation,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
2.0,305.0,279.0,0.006557,0.006557,5.723585,0.300923,1.0,306.0,3.0,19.0,Protocol Violation,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0112935,0.011310619630942426,1.7119630942426245e-05
2.0,305.0,279.0,0.006557,0.006557,5.723585,0.300923,1.0,306.0,3.0,19.0,Lost to Follow-up,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0112935,0.011308151103323385,1.4651103323385511e-05
0.0,305.0,279.0,0.0,0.0,5.723585,0.300923,1.0,306.0,3.0,19.0,Lost to Follow-up,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
6.0,305.0,279.0,0.019672,0.019672,5.723585,0.300923,1.0,306.0,3.0,19.0,Withdrawal by Subject,Overall Study,FG000,diabetes type 2,INDUSTRY,0.03388222,0.03375994174690474,0.00012227825309525653
3.0,305.0,279.0,0.009836,0.009836,5.723585,0.300923,1.0,306.0,3.0,19.0,Withdrawal by Subject,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01694111,0.016961851087509958,2.0741087509958817e-05
0.0,305.0,279.0,0.0,0.0,5.723585,0.300923,1.0,306.0,3.0,19.0,Lack of Efficacy,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
3.0,305.0,279.0,0.009836,0.009836,5.723585,0.300923,1.0,306.0,3.0,19.0,Lack of Efficacy,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01694111,0.016927388289027817,1.3721710972181694e-05
2.0,305.0,279.0,0.006557,0.006557,5.723585,0.300923,1.0,306.0,3.0,19.0,patient's refusal to come,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0112935,0.011302749863501948,9.249863501948133e-06
2.0,305.0,279.0,0.006557,0.006557,5.723585,0.300923,1.0,306.0,3.0,19.0,patient's refusal to come,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0112935,0.011311346240942419,1.7846240942418976e-05
1.0,305.0,279.0,0.003279,0.003279,5.723585,0.300923,1.0,306.0,3.0,19.0,patient's private reason,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00564761,0.005578288969305558,6.932103069444157e-05
1.0,305.0,279.0,0.003279,0.003279,5.723585,0.300923,1.0,306.0,3.0,19.0,patient's private reason,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00564761,0.005575630429662704,7.197957033729628e-05
0.0,442.0,376.0,0.0,0.0,6.09357,0.220602,1.0,442.0,9.0,56.0,Adverse Event,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,442.0,376.0,0.002262,0.002262,6.09357,0.220602,1.0,442.0,9.0,56.0,Adverse Event,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00304071,0.0030628955819245996,2.218558192459974e-05
1.0,442.0,376.0,0.002262,0.002262,6.09357,0.220602,1.0,442.0,9.0,56.0,Entry Criteria Not Met,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00304071,0.003067822351200392,2.711235120039226e-05
4.0,442.0,376.0,0.00905,0.00905,6.09357,0.220602,1.0,442.0,9.0,56.0,Entry Criteria Not Met,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01216552,0.012302044366369018,0.00013652436636901744
5.0,442.0,376.0,0.011312,0.011312,6.09357,0.220602,1.0,442.0,9.0,56.0,Lost to Follow-up,Overall Study,FG000,diabetes type 2,INDUSTRY,0.01520623,0.01516746351732147,3.876648267852993e-05
6.0,442.0,376.0,0.013575,0.013575,6.09357,0.220602,1.0,442.0,9.0,56.0,Lost to Follow-up,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01824828,0.018493508106874997,0.00024522810687499855
3.0,442.0,376.0,0.006787,0.006787,6.09357,0.220602,1.0,442.0,9.0,56.0,Physician Decision,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00912347,0.009170787538541671,4.731753854167117e-05
5.0,442.0,376.0,0.011312,0.011312,6.09357,0.220602,1.0,442.0,9.0,56.0,Physician Decision,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01520623,0.015200498234434581,5.73176556541849e-06
8.0,442.0,376.0,0.0181,0.0181,6.09357,0.220602,1.0,442.0,9.0,56.0,Protocol Violation,Overall Study,FG000,diabetes type 2,INDUSTRY,0.02433104,0.02428796309286705,4.307690713295162e-05
5.0,442.0,376.0,0.011312,0.011312,6.09357,0.220602,1.0,442.0,9.0,56.0,Protocol Violation,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01520623,0.015206231821101248,1.8211012489666167e-09
13.0,442.0,376.0,0.029412,0.029412,6.09357,0.220602,1.0,442.0,9.0,56.0,Withdrawal by Subject,Overall Study,FG000,diabetes type 2,INDUSTRY,0.03953727,0.03958059627559524,4.3326275595237385e-05
14.0,442.0,376.0,0.031674,0.031674,6.09357,0.220602,1.0,442.0,9.0,56.0,Withdrawal by Subject,Overall Study,FG001,diabetes type 2,INDUSTRY,0.04257797,0.04229413224143849,0.00028383775856150734
0.0,442.0,376.0,0.0,0.0,6.09357,0.220602,1.0,442.0,9.0,56.0,Sponsor Decision,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,442.0,376.0,0.002262,0.002262,6.09357,0.220602,1.0,442.0,9.0,56.0,Sponsor Decision,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00304071,0.003065665336091265,2.4955336091265178e-05
17.0,1029.0,0.0,0.016521,0.016521,6.937314,0.273859,1.0,1029.0,14.0,114.0,Adverse Event,Period II,FG000,diabetes type 2,INDUSTRY,0.03138739,0.031289257075119085,9.813292488091568e-05
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Adverse Event,Period II,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Adverse Event,Period II,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Adverse Event,Period II,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
49.0,1029.0,0.0,0.047619,0.047619,6.937314,0.273859,1.0,1029.0,14.0,114.0,Adverse Event,Period II,FG004,diabetes type 2,INDUSTRY,0.09046887,0.09061122776292654,0.00014235776292653712
18.0,1029.0,0.0,0.017493,0.017493,6.937314,0.273859,1.0,1029.0,14.0,114.0,Protocol Violation,Period II,FG000,diabetes type 2,INDUSTRY,0.03323404,0.033475403887837346,0.0002413638878373467
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Protocol Violation,Period II,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Protocol Violation,Period II,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Protocol Violation,Period II,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
11.0,1029.0,0.0,0.01069,0.01069,6.937314,0.273859,1.0,1029.0,14.0,114.0,Protocol Violation,Period II,FG004,diabetes type 2,INDUSTRY,0.02030938,0.020033617203234093,0.00027576279676590557
17.0,1029.0,0.0,0.016521,0.016521,6.937314,0.273859,1.0,1029.0,14.0,114.0,Physician Decision,Period II,FG000,diabetes type 2,INDUSTRY,0.03138739,0.03128611449904766,0.00010127550095234
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Physician Decision,Period II,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Physician Decision,Period II,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Physician Decision,Period II,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
23.0,1029.0,0.0,0.022352,0.022352,6.937314,0.273859,1.0,1029.0,14.0,114.0,Physician Decision,Period II,FG004,diabetes type 2,INDUSTRY,0.0424654,0.04104494702748013,0.0014204529725198728
2.0,1029.0,0.0,0.001944,0.001944,6.937314,0.273859,1.0,1029.0,14.0,114.0,Death,Period II,FG000,diabetes type 2,INDUSTRY,0.0036933,0.0037154205950198304,2.212059501983032e-05
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Death,Period II,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Death,Period II,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Death,Period II,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
4.0,1029.0,0.0,0.003887,0.003887,6.937314,0.273859,1.0,1029.0,14.0,114.0,Death,Period II,FG004,diabetes type 2,INDUSTRY,0.00738471,0.007364994841617079,1.971515838292137e-05
11.0,1029.0,0.0,0.01069,0.01069,6.937314,0.273859,1.0,1029.0,14.0,114.0,Lack of Efficacy,Period II,FG000,diabetes type 2,INDUSTRY,0.02030938,0.020055966598650762,0.00025341340134923604
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Lack of Efficacy,Period II,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Lack of Efficacy,Period II,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Lack of Efficacy,Period II,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
8.0,1029.0,0.0,0.007775,0.007775,6.937314,0.273859,1.0,1029.0,14.0,114.0,Lack of Efficacy,Period II,FG004,diabetes type 2,INDUSTRY,0.01477132,0.01477133789498021,1.78949802111944e-08
5.0,1029.0,0.0,0.004859,0.004859,6.937314,0.273859,1.0,1029.0,14.0,114.0,Lost to follow up,Period II,FG000,diabetes type 2,INDUSTRY,0.00923136,0.00922549245698407,5.867543015928775e-06
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Lost to follow up,Period II,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Lost to follow up,Period II,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Lost to follow up,Period II,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
5.0,1029.0,0.0,0.004859,0.004859,6.937314,0.273859,1.0,1029.0,14.0,114.0,Lost to follow up,Period II,FG004,diabetes type 2,INDUSTRY,0.00923136,0.00922620813198407,5.151868015930081e-06
8.0,1029.0,0.0,0.007775,0.007775,6.937314,0.273859,1.0,1029.0,14.0,114.0,Entry Criteria Not Met,Period II,FG000,diabetes type 2,INDUSTRY,0.01477132,0.014760313080277827,1.100691972217259e-05
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Entry Criteria Not Met,Period II,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Entry Criteria Not Met,Period II,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Entry Criteria Not Met,Period II,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
4.0,1029.0,0.0,0.003887,0.003887,6.937314,0.273859,1.0,1029.0,14.0,114.0,Entry Criteria Not Met,Period II,FG004,diabetes type 2,INDUSTRY,0.00738471,0.0073654467170337435,1.9263282966256595e-05
50.0,1029.0,0.0,0.048591,0.048591,6.937314,0.273859,1.0,1029.0,14.0,114.0,Subject Decision,Period II,FG000,diabetes type 2,INDUSTRY,0.09231552,0.09373868128048608,0.001423161280486085
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Subject Decision,Period II,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Subject Decision,Period II,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Subject Decision,Period II,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
70.0,1029.0,0.0,0.068027,0.068027,6.937314,0.273859,1.0,1029.0,14.0,114.0,Subject Decision,Period II,FG004,diabetes type 2,INDUSTRY,0.12924096,0.13015617364922621,0.0009152136492262264
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Protocol Violation,Period III,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
5.0,1029.0,0.0,0.004859,0.004859,6.937314,0.273859,1.0,1029.0,14.0,114.0,Protocol Violation,Period III,FG001,diabetes type 2,INDUSTRY,0.00923136,0.009220604709484067,1.0755290515931937e-05
3.0,1029.0,0.0,0.002915,0.002915,6.937314,0.273859,1.0,1029.0,14.0,114.0,Protocol Violation,Period III,FG002,diabetes type 2,INDUSTRY,0.00553806,0.005544196837281737,6.136837281737334e-06
8.0,1029.0,0.0,0.007775,0.007775,6.937314,0.273859,1.0,1029.0,14.0,114.0,Protocol Violation,Period III,FG003,diabetes type 2,INDUSTRY,0.01477132,0.014781440239920684,1.0120239920684629e-05
0.0,1029.0,0.0,0.0,0.0,6.937314,0.273859,1.0,1029.0,14.0,114.0,Protocol Violation,Period III,FG004,diabetes type 2,INDUSTRY,0.0,0.0,0.0
